4,1,9,1520093555154,0
4,2,-1,1520093587856,0
4,0,10,1520093595098,0
4,1,9,1520093598407,0
4,0,-1,1520093609881,0
4,1,5,1520093612891,0
4,0,-1,1520093632612,0
4,1,9,1520093646070,0
10,0,-1,1520097333995,0
10,1,9,1520097350521,0
10,0,-1,1520097358537,0

24,0,3,1520106922934,0
24,1,1,1520106925009,0
24,0,3,1520106949899,0
24,1,1,1520106952617,0
24,0,3,1520106973988,0
24,1,1,1520106976576,0

19,1,5,1520104607655,0
19,0,5,1520104617710,0
19,1,5,1520104622608,0
19,0,5,1520104628463,0
19,1,1,1520104638899,0
19,0,4,1520104652534,0
19,1,5,1520104666779,0
19,2,3,1520104675239,0
19,2,3,1520104682578,0
19,2,-1,1520104693402,0
19,2,3,1520104701987,0
19,2,3,1520104707358,0
19,1,1,1520104723121,0
    
40,1,9,1520115719189,0
40,0,0,1520115790570,0
40,1,9,1520115795366,0
40,0,0,1520115800842,0
40,1,9,1520115808881,0
50,0,0,1520120904439,0
50,1,8,1520120913300,0
50,0,0,1520120923028,0
50,1,8,1520120927155,0
50,0,0,1520120941274,0
50,1,8,1520120949946,0
50,0,3,1520120978248,0
50,1,4,1520120997209,0
    
37,0,3,1520114350983,0
37,1,4,1520114355687,0
37,0,3,1520114376140,0
37,1,1,1520114380767,0
37,0,-1,1520114387821,0
37,1,1,1520114394880,0
37,0,3,1520114414056,0
37,1,1,1520114417361,0
